,pclass,survived,sex,age,fare,family_size,has_cabin
486,2.0,0.0,0.0,24.0,10.5,0.0,0
487,2.0,0.0,0.0,61.0,12.35,0.0,0
488,2.0,0.0,0.0,50.0,26.0,1.0,0
489,2.0,1.0,1.0,42.0,26.0,1.0,0
490,2.0,0.0,1.0,57.0,10.5,0.0,1
491,2.0,0.0,0.0,29.8811345124283,15.0458,0.0,1
492,2.0,1.0,0.0,1.0,37.0042,2.0,0
493,2.0,0.0,0.0,31.0,37.0042,2.0,0
494,2.0,1.0,1.0,24.0,37.0042,2.0,0
495,2.0,0.0,0.0,29.8811345124283,15.5792,0.0,0
496,2.0,0.0,0.0,30.0,13.0,0.0,0
497,2.0,0.0,0.0,40.0,16.0,0.0,0
498,2.0,0.0,0.0,32.0,13.5,0.0,0
499,2.0,0.0,0.0,30.0,13.0,0.0,0
500,2.0,0.0,0.0,46.0,26.0,0.0,0
501,2.0,1.0,1.0,13.0,19.5,1.0,0
502,2.0,1.0,1.0,41.0,19.5,1.0,0
503,2.0,1.0,0.0,19.0,10.5,0.0,0
504,2.0,0.0,0.0,39.0,13.0,0.0,0
505,2.0,0.0,0.0,48.0,13.0,0.0,0
506,2.0,0.0,0.0,70.0,10.5,0.0,0
507,2.0,0.0,0.0,27.0,13.0,0.0,0
508,2.0,0.0,0.0,54.0,14.0,0.0,0
509,2.0,0.0,0.0,39.0,26.0,0.0,0
510,2.0,0.0,0.0,16.0,10.5,0.0,0
511,2.0,0.0,0.0,62.0,9.6875,0.0,0
512,2.0,0.0,0.0,32.5,30.0708,1.0,0
513,2.0,1.0,1.0,14.0,30.0708,1.0,0
514,2.0,1.0,0.0,2.0,26.0,2.0,1
515,2.0,1.0,0.0,3.0,26.0,2.0,1
516,2.0,0.0,0.0,36.5,26.0,2.0,1
517,2.0,0.0,0.0,26.0,13.0,0.0,1
518,2.0,0.0,0.0,19.0,36.75,2.0,0
519,2.0,0.0,0.0,28.0,13.5,0.0,0
520,2.0,1.0,0.0,20.0,13.8625,0.0,1
521,2.0,1.0,1.0,29.0,10.5,0.0,1
522,2.0,0.0,0.0,39.0,13.0,0.0,0
523,2.0,1.0,0.0,22.0,10.5,0.0,0
524,2.0,1.0,0.0,29.8811345124283,13.8625,0.0,0
525,2.0,0.0,0.0,23.0,10.5,0.0,0
526,2.0,1.0,0.0,29.0,13.8583,0.0,0
527,2.0,0.0,0.0,28.0,10.5,0.0,0
528,2.0,0.0,0.0,29.8811345124283,0.0,0.0,0
529,2.0,1.0,1.0,50.0,26.0,1.0,0
530,2.0,0.0,0.0,19.0,10.5,0.0,0
531,2.0,0.0,0.0,29.8811345124283,15.05,0.0,0
532,2.0,0.0,0.0,41.0,13.0,0.0,0
533,2.0,1.0,1.0,21.0,21.0,1.0,0
534,2.0,1.0,1.0,19.0,26.0,0.0,0
535,2.0,0.0,0.0,43.0,21.0,1.0,0
536,2.0,1.0,1.0,32.0,13.0,0.0,0
537,2.0,0.0,0.0,34.0,13.0,0.0,0
538,2.0,1.0,0.0,30.0,12.7375,0.0,0
539,2.0,0.0,0.0,27.0,15.0333,0.0,0
540,2.0,1.0,1.0,2.0,26.0,2.0,0
541,2.0,1.0,1.0,8.0,26.0,2.0,0
542,2.0,1.0,1.0,33.0,26.0,2.0,0
543,2.0,0.0,0.0,36.0,10.5,0.0,0
544,2.0,0.0,0.0,34.0,21.0,1.0,0
545,2.0,1.0,1.0,30.0,21.0,3.0,0
546,2.0,1.0,1.0,28.0,13.0,0.0,0
547,2.0,0.0,0.0,23.0,15.0458,0.0,0
548,2.0,1.0,0.0,0.8333,18.75,2.0,0
549,2.0,1.0,0.0,3.0,18.75,2.0,0
550,2.0,1.0,1.0,24.0,18.75,5.0,0
551,2.0,1.0,1.0,50.0,10.5,0.0,0
552,2.0,0.0,0.0,19.0,10.5,0.0,0
553,2.0,1.0,1.0,21.0,10.5,0.0,0
554,2.0,0.0,0.0,26.0,13.0,0.0,0
555,2.0,0.0,0.0,25.0,13.0,0.0,0
556,2.0,0.0,0.0,27.0,26.0,0.0,0
557,2.0,1.0,1.0,25.0,26.0,1.0,0
558,2.0,1.0,1.0,18.0,13.0,2.0,0
559,2.0,1.0,1.0,20.0,36.75,0.0,0
560,2.0,1.0,1.0,30.0,13.0,0.0,0
561,2.0,0.0,0.0,59.0,13.5,0.0,0
562,2.0,1.0,1.0,30.0,12.35,0.0,0
563,2.0,0.0,0.0,35.0,10.5,0.0,0
564,2.0,1.0,1.0,40.0,13.0,0.0,0
565,2.0,0.0,0.0,25.0,13.0,0.0,0
566,2.0,0.0,0.0,41.0,15.0458,0.0,0
567,2.0,0.0,0.0,25.0,10.5,0.0,0
568,2.0,0.0,0.0,18.5,13.0,0.0,1
569,2.0,0.0,0.0,14.0,65.0,0.0,0
570,2.0,1.0,1.0,50.0,10.5,0.0,0
571,2.0,0.0,0.0,23.0,13.0,0.0,0
572,2.0,1.0,1.0,28.0,12.65,0.0,0
573,2.0,1.0,1.0,27.0,10.5,0.0,1
574,2.0,0.0,0.0,29.0,21.0,1.0,0
575,2.0,0.0,1.0,27.0,21.0,1.0,0
576,2.0,0.0,0.0,40.0,13.0,0.0,0
577,2.0,1.0,1.0,31.0,21.0,0.0,0
578,2.0,0.0,0.0,30.0,21.0,1.0,0
579,2.0,0.0,0.0,23.0,10.5,1.0,0
580,2.0,1.0,1.0,31.0,21.0,0.0,0
581,2.0,0.0,0.0,29.8811345124283,0.0,0.0,0
582,2.0,1.0,1.0,12.0,15.75,0.0,0
583,2.0,1.0,1.0,40.0,15.75,0.0,0
584,2.0,1.0,1.0,32.5,13.0,0.0,1
585,2.0,0.0,0.0,27.0,26.0,1.0,0
586,2.0,1.0,1.0,29.0,26.0,1.0,0
587,2.0,1.0,0.0,2.0,23.0,2.0,0
588,2.0,1.0,1.0,4.0,23.0,2.0,0
589,2.0,1.0,1.0,29.0,23.0,2.0,0
590,2.0,1.0,1.0,0.9167,27.75,3.0,0
591,2.0,1.0,1.0,5.0,27.75,3.0,0
592,2.0,0.0,0.0,36.0,27.75,3.0,0
593,2.0,1.0,1.0,33.0,27.75,3.0,0
594,2.0,0.0,0.0,66.0,10.5,0.0,0
595,2.0,0.0,0.0,29.8811345124283,12.875,0.0,0
596,2.0,1.0,0.0,31.0,13.0,0.0,0
597,2.0,1.0,0.0,29.8811345124283,13.0,0.0,0
598,2.0,1.0,1.0,26.0,13.5,0.0,0
599,2.0,0.0,1.0,24.0,13.0,0.0,0
600,3.0,0.0,0.0,42.0,7.55,0.0,0
601,3.0,0.0,0.0,13.0,20.25,2.0,0
602,3.0,0.0,0.0,16.0,20.25,2.0,0
603,3.0,1.0,1.0,35.0,20.25,2.0,0
604,3.0,1.0,1.0,16.0,7.65,0.0,0
605,3.0,1.0,0.0,25.0,7.65,0.0,1
606,3.0,1.0,0.0,20.0,7.925,0.0,0
607,3.0,1.0,1.0,18.0,7.2292,0.0,0
608,3.0,0.0,0.0,30.0,7.25,0.0,0
609,3.0,0.0,0.0,26.0,8.05,0.0,0
610,3.0,0.0,1.0,40.0,9.475,1.0,0
611,3.0,1.0,0.0,0.8333,9.35,1.0,0
612,3.0,1.0,1.0,18.0,9.35,1.0,0
613,3.0,1.0,0.0,26.0,18.7875,0.0,0
614,3.0,0.0,0.0,26.0,7.8875,0.0,0
615,3.0,0.0,0.0,20.0,7.925,0.0,0
616,3.0,0.0,0.0,24.0,7.05,0.0,0
617,3.0,0.0,0.0,25.0,7.05,0.0,0
618,3.0,0.0,0.0,35.0,8.05,0.0,0
619,3.0,0.0,0.0,18.0,8.3,0.0,0
620,3.0,0.0,0.0,32.0,22.525,0.0,0
621,3.0,1.0,1.0,19.0,7.8542,1.0,0
622,3.0,0.0,0.0,4.0,31.275,6.0,0
623,3.0,0.0,1.0,6.0,31.275,6.0,0
624,3.0,0.0,1.0,2.0,31.275,6.0,0
625,3.0,1.0,1.0,17.0,7.925,6.0,0
626,3.0,0.0,1.0,38.0,7.775,6.0,0
627,3.0,0.0,1.0,9.0,31.275,6.0,0
628,3.0,0.0,1.0,11.0,31.275,6.0,0
629,3.0,0.0,0.0,39.0,31.275,6.0,0
630,3.0,1.0,0.0,27.0,7.7958,0.0,0
631,3.0,0.0,0.0,26.0,7.775,0.0,0
632,3.0,0.0,1.0,39.0,31.275,6.0,0
633,3.0,0.0,0.0,20.0,7.8542,0.0,0
634,3.0,0.0,0.0,26.0,7.8958,0.0,0
635,3.0,0.0,0.0,25.0,17.8,1.0,0
636,3.0,0.0,1.0,18.0,17.8,1.0,0
637,3.0,0.0,0.0,24.0,7.775,0.0,0
638,3.0,0.0,0.0,35.0,7.05,0.0,0
639,3.0,0.0,0.0,5.0,31.3875,6.0,0
640,3.0,0.0,0.0,9.0,31.3875,6.0,0
641,3.0,1.0,0.0,3.0,31.3875,6.0,0
642,3.0,0.0,0.0,13.0,31.3875,6.0,0
643,3.0,1.0,1.0,5.0,31.3875,6.0,0
644,3.0,0.0,0.0,40.0,31.3875,6.0,0
645,3.0,1.0,0.0,23.0,7.7958,0.0,0
646,3.0,1.0,1.0,38.0,31.3875,6.0,0
647,3.0,1.0,1.0,45.0,7.225,0.0,0
648,3.0,0.0,0.0,21.0,7.225,0.0,0
649,3.0,0.0,0.0,23.0,7.05,0.0,0
650,3.0,0.0,1.0,17.0,14.4583,0.0,0
651,3.0,0.0,0.0,30.0,7.225,0.0,0
652,3.0,0.0,0.0,23.0,7.8542,0.0,0
653,3.0,1.0,1.0,13.0,7.2292,0.0,0
654,3.0,0.0,0.0,20.0,7.225,0.0,0
655,3.0,0.0,0.0,32.0,15.85,1.0,0
656,3.0,1.0,1.0,33.0,15.85,3.0,0
657,3.0,1.0,1.0,0.75,19.2583,3.0,0
658,3.0,1.0,1.0,0.75,19.2583,3.0,0
659,3.0,1.0,1.0,5.0,19.2583,3.0,0
660,3.0,1.0,1.0,24.0,19.2583,3.0,0
661,3.0,1.0,1.0,18.0,8.05,0.0,0
662,3.0,0.0,0.0,40.0,7.225,0.0,0
663,3.0,0.0,0.0,26.0,7.8958,0.0,0
664,3.0,1.0,0.0,20.0,7.2292,0.0,0
665,3.0,0.0,1.0,18.0,14.4542,1.0,0
666,3.0,0.0,1.0,45.0,14.4542,1.0,0
667,3.0,0.0,1.0,27.0,7.8792,0.0,0
668,3.0,0.0,0.0,22.0,8.05,0.0,0
669,3.0,0.0,0.0,19.0,8.05,0.0,0
670,3.0,0.0,0.0,26.0,7.775,0.0,0
671,3.0,0.0,0.0,22.0,9.35,0.0,0
672,3.0,0.0,0.0,29.8811345124283,7.2292,0.0,0
673,3.0,0.0,0.0,20.0,4.0125,0.0,0
674,3.0,1.0,0.0,32.0,56.4958,0.0,0
675,3.0,0.0,0.0,21.0,7.775,0.0,0
676,3.0,0.0,0.0,18.0,7.75,0.0,0
677,3.0,0.0,0.0,26.0,7.8958,0.0,0
678,3.0,0.0,0.0,6.0,15.2458,2.0,0
679,3.0,0.0,1.0,9.0,15.2458,2.0,0
680,3.0,0.0,0.0,29.8811345124283,7.225,0.0,0
681,3.0,0.0,1.0,29.8811345124283,15.2458,2.0,0
682,3.0,0.0,1.0,29.8811345124283,7.75,2.0,0
683,3.0,0.0,0.0,40.0,15.5,2.0,0
684,3.0,0.0,1.0,32.0,15.5,2.0,0
685,3.0,0.0,0.0,21.0,16.1,0.0,0
686,3.0,1.0,1.0,22.0,7.725,0.0,0
687,3.0,0.0,1.0,20.0,7.8542,0.0,0
688,3.0,0.0,0.0,29.0,7.0458,1.0,0
689,3.0,0.0,0.0,22.0,7.25,1.0,0
690,3.0,0.0,0.0,22.0,7.7958,0.0,0
691,3.0,0.0,0.0,35.0,8.05,0.0,0
692,3.0,0.0,1.0,18.5,7.2833,0.0,0
693,3.0,1.0,0.0,21.0,7.8208,0.0,0
694,3.0,0.0,0.0,19.0,6.75,0.0,0
695,3.0,0.0,1.0,18.0,7.8792,0.0,0
696,3.0,0.0,1.0,21.0,8.6625,0.0,0
697,3.0,0.0,1.0,30.0,8.6625,0.0,0
698,3.0,0.0,0.0,18.0,8.6625,0.0,0
699,3.0,0.0,0.0,38.0,8.6625,0.0,0
700,3.0,0.0,0.0,17.0,8.6625,0.0,0
701,3.0,0.0,0.0,17.0,8.6625,0.0,0
702,3.0,0.0,1.0,21.0,7.75,0.0,0
703,3.0,0.0,0.0,21.0,7.75,0.0,0
704,3.0,0.0,0.0,21.0,8.05,0.0,0
705,3.0,0.0,0.0,29.8811345124283,14.4583,1.0,0
706,3.0,0.0,1.0,29.8811345124283,14.4583,1.0,0
707,3.0,0.0,0.0,28.0,7.7958,0.0,0
708,3.0,0.0,0.0,24.0,7.8542,0.0,0
709,3.0,1.0,1.0,16.0,7.75,0.0,0
710,3.0,0.0,1.0,37.0,7.75,0.0,0
711,3.0,0.0,0.0,28.0,7.25,0.0,0
712,3.0,0.0,0.0,24.0,8.05,0.0,0
713,3.0,0.0,0.0,21.0,7.7333,0.0,0
714,3.0,1.0,0.0,32.0,56.4958,0.0,0
715,3.0,0.0,0.0,29.0,8.05,0.0,0
716,3.0,0.0,0.0,26.0,14.4542,1.0,0
717,3.0,0.0,0.0,18.0,14.4542,1.0,0
718,3.0,0.0,0.0,20.0,7.05,0.0,0
719,3.0,1.0,0.0,18.0,8.05,0.0,0
720,3.0,0.0,0.0,24.0,7.25,0.0,0
721,3.0,0.0,0.0,36.0,7.4958,0.0,0
722,3.0,0.0,0.0,24.0,7.4958,0.0,0
723,3.0,0.0,0.0,31.0,7.7333,0.0,0
724,3.0,0.0,0.0,31.0,7.75,0.0,0
725,3.0,1.0,1.0,22.0,7.75,0.0,0
726,3.0,0.0,1.0,30.0,7.6292,0.0,0
727,3.0,0.0,0.0,70.5,7.75,0.0,0
728,3.0,0.0,0.0,43.0,8.05,0.0,0
729,3.0,0.0,0.0,35.0,7.8958,0.0,0
730,3.0,0.0,0.0,27.0,7.8958,0.0,0
731,3.0,0.0,0.0,19.0,7.8958,0.0,0
732,3.0,0.0,0.0,30.0,8.05,0.0,0
733,3.0,1.0,0.0,9.0,15.9,2.0,0
734,3.0,1.0,0.0,3.0,15.9,2.0,0
735,3.0,1.0,1.0,36.0,15.9,2.0,0
736,3.0,0.0,0.0,59.0,7.25,0.0,0
737,3.0,0.0,0.0,19.0,8.1583,0.0,0
738,3.0,1.0,1.0,17.0,16.1,1.0,0
739,3.0,0.0,0.0,44.0,16.1,1.0,0
740,3.0,0.0,0.0,17.0,8.6625,0.0,0
741,3.0,0.0,0.0,22.5,7.225,0.0,0
742,3.0,1.0,0.0,45.0,8.05,0.0,0
743,3.0,0.0,1.0,22.0,10.5167,0.0,0
744,3.0,0.0,0.0,19.0,10.1708,0.0,0
745,3.0,1.0,1.0,30.0,6.95,0.0,0
746,3.0,1.0,0.0,29.0,7.75,0.0,0
747,3.0,0.0,0.0,0.3333,14.4,2.0,0
748,3.0,0.0,0.0,34.0,14.4,2.0,0
749,3.0,0.0,1.0,28.0,14.4,2.0,0
750,3.0,0.0,0.0,27.0,7.8958,0.0,0
751,3.0,0.0,0.0,25.0,7.8958,0.0,0
752,3.0,0.0,0.0,24.0,24.15,2.0,0
753,3.0,0.0,0.0,22.0,8.05,0.0,0
754,3.0,0.0,0.0,21.0,24.15,2.0,0
755,3.0,0.0,0.0,17.0,8.05,2.0,0
756,3.0,0.0,0.0,29.8811345124283,16.1,1.0,0
757,3.0,1.0,1.0,29.8811345124283,16.1,1.0,0
758,3.0,1.0,0.0,36.5,17.4,1.0,0
759,3.0,1.0,1.0,36.0,17.4,1.0,0
760,3.0,1.0,0.0,30.0,9.5,0.0,0
761,3.0,0.0,0.0,16.0,9.5,0.0,0
762,3.0,1.0,0.0,1.0,20.575,3.0,0
763,3.0,1.0,1.0,0.1667,20.575,3.0,0
764,3.0,0.0,0.0,26.0,20.575,3.0,0
765,3.0,1.0,1.0,33.0,20.575,3.0,0
766,3.0,0.0,0.0,25.0,7.8958,0.0,0
767,3.0,0.0,0.0,29.8811345124283,7.8958,0.0,0
768,3.0,0.0,0.0,29.8811345124283,7.8958,0.0,0
769,3.0,0.0,0.0,22.0,7.25,0.0,0
770,3.0,0.0,0.0,36.0,7.25,0.0,0
771,3.0,1.0,1.0,19.0,7.8792,0.0,0
772,3.0,0.0,0.0,17.0,7.8958,0.0,0
773,3.0,0.0,0.0,42.0,8.6625,0.0,0
774,3.0,0.0,0.0,43.0,7.8958,0.0,0
775,3.0,0.0,0.0,29.8811345124283,7.2292,0.0,0
776,3.0,0.0,0.0,32.0,7.75,0.0,0
777,3.0,1.0,0.0,19.0,8.05,0.0,0
778,3.0,1.0,1.0,30.0,12.475,0.0,0
779,3.0,0.0,1.0,24.0,7.75,0.0,0
780,3.0,1.0,1.0,23.0,8.05,0.0,0
781,3.0,0.0,0.0,33.0,7.8958,0.0,0
782,3.0,0.0,0.0,65.0,7.75,0.0,0
783,3.0,1.0,0.0,24.0,7.55,0.0,0
784,3.0,0.0,0.0,23.0,13.9,1.0,0
785,3.0,1.0,1.0,22.0,13.9,1.0,0
786,3.0,0.0,0.0,18.0,7.775,0.0,0
787,3.0,0.0,0.0,16.0,7.775,0.0,0
788,3.0,0.0,0.0,45.0,6.975,0.0,0
789,3.0,0.0,0.0,29.8811345124283,7.225,0.0,0
790,3.0,0.0,0.0,39.0,7.2292,2.0,0
791,3.0,0.0,0.0,17.0,7.2292,2.0,0
792,3.0,0.0,0.0,15.0,7.2292,2.0,0
793,3.0,0.0,0.0,47.0,7.25,0.0,0
794,3.0,1.0,1.0,5.0,12.475,0.0,0
795,3.0,0.0,0.0,29.8811345124283,7.225,0.0,0
796,3.0,0.0,0.0,40.5,15.1,0.0,0
797,3.0,0.0,0.0,40.5,7.75,0.0,0
798,3.0,1.0,0.0,29.8811345124283,7.05,0.0,0
799,3.0,0.0,0.0,18.0,7.7958,0.0,0
800,3.0,0.0,1.0,29.8811345124283,7.75,0.0,0
801,3.0,0.0,0.0,29.8811345124283,7.75,0.0,0
802,3.0,0.0,0.0,29.8811345124283,6.95,0.0,0
803,3.0,0.0,0.0,26.0,7.8792,0.0,0
804,3.0,0.0,0.0,29.8811345124283,7.75,0.0,0
805,3.0,1.0,0.0,29.8811345124283,56.4958,0.0,0
806,3.0,0.0,1.0,21.0,34.375,4.0,0
807,3.0,0.0,1.0,9.0,34.375,4.0,0
808,3.0,0.0,0.0,29.8811345124283,8.05,0.0,0
809,3.0,0.0,0.0,18.0,34.375,4.0,0
810,3.0,0.0,0.0,16.0,34.375,4.0,0
811,3.0,0.0,1.0,48.0,34.375,4.0,0
812,3.0,0.0,0.0,29.8811345124283,7.75,0.0,0
813,3.0,0.0,0.0,29.8811345124283,7.25,0.0,0
814,3.0,0.0,0.0,25.0,7.7417,0.0,0
815,3.0,0.0,0.0,29.8811345124283,14.5,0.0,0
816,3.0,0.0,0.0,29.8811345124283,7.8958,0.0,0
817,3.0,0.0,0.0,22.0,8.05,0.0,0
818,3.0,1.0,1.0,16.0,7.7333,0.0,0
819,3.0,1.0,1.0,29.8811345124283,7.75,0.0,0
820,3.0,1.0,0.0,9.0,20.525,2.0,0
821,3.0,0.0,0.0,33.0,20.525,2.0,0
822,3.0,0.0,0.0,41.0,7.85,0.0,0
823,3.0,1.0,1.0,31.0,20.525,2.0,0
824,3.0,0.0,0.0,38.0,7.05,0.0,0
825,3.0,0.0,0.0,9.0,46.9,7.0,0
826,3.0,0.0,0.0,1.0,46.9,7.0,0
827,3.0,0.0,0.0,11.0,46.9,7.0,0
828,3.0,0.0,1.0,10.0,46.9,7.0,0
829,3.0,0.0,1.0,16.0,46.9,7.0,0
830,3.0,0.0,0.0,14.0,46.9,7.0,0
831,3.0,0.0,0.0,40.0,46.9,7.0,0
832,3.0,0.0,1.0,43.0,46.9,7.0,0
833,3.0,0.0,0.0,51.0,8.05,0.0,0
834,3.0,0.0,0.0,32.0,8.3625,0.0,0
835,3.0,0.0,0.0,29.8811345124283,8.05,0.0,0
836,3.0,0.0,0.0,20.0,9.8458,0.0,0
837,3.0,0.0,0.0,37.0,7.925,2.0,0
838,3.0,0.0,0.0,28.0,7.925,2.0,0
839,3.0,0.0,0.0,19.0,7.775,0.0,0
840,3.0,0.0,1.0,24.0,8.85,0.0,0
841,3.0,0.0,1.0,17.0,7.7333,0.0,0
842,3.0,0.0,0.0,29.8811345124283,19.9667,1.0,0
843,3.0,0.0,0.0,29.8811345124283,19.9667,1.0,0
844,3.0,0.0,0.0,28.0,15.85,1.0,0
845,3.0,1.0,1.0,24.0,15.85,1.0,0
846,3.0,0.0,0.0,20.0,9.5,0.0,0
847,3.0,0.0,0.0,23.5,7.2292,0.0,0
848,3.0,0.0,0.0,41.0,14.1083,2.0,0
849,3.0,0.0,0.0,26.0,7.8542,1.0,0
850,3.0,0.0,0.0,21.0,7.8542,0.0,0
851,3.0,1.0,1.0,45.0,14.1083,1.0,0
852,3.0,0.0,1.0,29.8811345124283,7.55,0.0,0
853,3.0,0.0,0.0,25.0,7.25,0.0,0
854,3.0,0.0,0.0,29.8811345124283,6.8583,0.0,0
855,3.0,0.0,0.0,11.0,18.7875,0.0,0
856,3.0,1.0,1.0,29.8811345124283,7.75,0.0,0
857,3.0,1.0,0.0,27.0,6.975,0.0,0
858,3.0,1.0,0.0,29.8811345124283,56.4958,0.0,0
859,3.0,0.0,1.0,18.0,6.75,0.0,0
860,3.0,1.0,1.0,26.0,7.925,0.0,0
861,3.0,0.0,1.0,23.0,7.925,0.0,0
862,3.0,1.0,1.0,22.0,8.9625,0.0,0
863,3.0,0.0,0.0,28.0,7.8958,0.0,0
864,3.0,0.0,1.0,28.0,7.775,0.0,0
865,3.0,0.0,1.0,29.8811345124283,7.75,0.0,0
866,3.0,1.0,1.0,2.0,12.2875,1.0,0
867,3.0,1.0,1.0,22.0,12.2875,2.0,0
868,3.0,0.0,0.0,43.0,6.45,0.0,0
869,3.0,0.0,0.0,28.0,22.525,0.0,0
870,3.0,1.0,1.0,27.0,7.925,0.0,0
871,3.0,0.0,0.0,29.8811345124283,7.75,0.0,0
872,3.0,1.0,1.0,29.8811345124283,8.05,0.0,0
873,3.0,0.0,0.0,42.0,7.65,0.0,1
874,3.0,1.0,0.0,29.8811345124283,7.8875,0.0,0
875,3.0,0.0,0.0,30.0,7.2292,0.0,0
876,3.0,0.0,0.0,29.8811345124283,7.8958,0.0,0
877,3.0,0.0,1.0,27.0,7.925,1.0,0
878,3.0,0.0,1.0,25.0,7.925,1.0,0
879,3.0,0.0,0.0,29.8811345124283,7.8958,0.0,0
880,3.0,1.0,0.0,29.0,7.8958,0.0,0
881,3.0,1.0,0.0,21.0,7.7958,0.0,0
882,3.0,0.0,0.0,29.8811345124283,7.05,0.0,0
883,3.0,0.0,0.0,20.0,7.8542,0.0,0
884,3.0,0.0,0.0,48.0,7.8542,0.0,0
885,3.0,0.0,0.0,17.0,7.0542,1.0,0
886,3.0,1.0,1.0,29.8811345124283,7.75,0.0,0
887,3.0,1.0,0.0,29.8811345124283,8.1125,0.0,0
888,3.0,0.0,0.0,34.0,6.4958,0.0,0
889,3.0,1.0,0.0,26.0,7.775,0.0,0
890,3.0,0.0,0.0,22.0,7.7958,0.0,0
891,3.0,0.0,0.0,33.0,8.6542,0.0,0
892,3.0,0.0,0.0,31.0,7.775,0.0,0
893,3.0,0.0,0.0,29.0,7.8542,0.0,0
894,3.0,1.0,0.0,4.0,11.1333,2.0,0
895,3.0,1.0,1.0,1.0,11.1333,2.0,0
896,3.0,0.0,0.0,49.0,0.0,0.0,0
897,3.0,0.0,0.0,33.0,7.775,0.0,0
898,3.0,0.0,0.0,19.0,0.0,0.0,0
899,3.0,1.0,1.0,27.0,11.1333,2.0,0
900,3.0,0.0,0.0,29.8811345124283,23.45,3.0,0
901,3.0,0.0,1.0,29.8811345124283,23.45,3.0,0
902,3.0,0.0,0.0,29.8811345124283,23.45,3.0,0
903,3.0,0.0,1.0,29.8811345124283,23.45,3.0,0
904,3.0,0.0,0.0,23.0,7.8958,0.0,0
905,3.0,1.0,0.0,32.0,7.8542,0.0,0
906,3.0,0.0,0.0,27.0,7.8542,0.0,0
907,3.0,0.0,1.0,20.0,9.825,1.0,0
908,3.0,0.0,1.0,21.0,9.825,1.0,0
909,3.0,1.0,0.0,32.0,7.925,0.0,0
910,3.0,0.0,0.0,17.0,7.125,0.0,0
911,3.0,0.0,0.0,21.0,8.4333,0.0,0
912,3.0,0.0,0.0,30.0,7.8958,0.0,0
913,3.0,1.0,0.0,21.0,7.7958,0.0,0
914,3.0,0.0,0.0,33.0,7.8542,0.0,0
915,3.0,0.0,0.0,22.0,7.5208,0.0,0
916,3.0,1.0,1.0,4.0,13.4167,1.0,0
917,3.0,1.0,0.0,39.0,13.4167,1.0,0
918,3.0,0.0,0.0,29.8811345124283,7.2292,0.0,0
919,3.0,0.0,0.0,18.5,7.2292,0.0,0
920,3.0,0.0,0.0,29.8811345124283,7.75,0.0,0
921,3.0,0.0,0.0,29.8811345124283,7.25,0.0,0
922,3.0,1.0,1.0,29.8811345124283,7.75,0.0,0
923,3.0,1.0,1.0,29.8811345124283,7.75,0.0,0
924,3.0,0.0,0.0,34.5,7.8292,0.0,0
925,3.0,0.0,0.0,44.0,8.05,0.0,0
926,3.0,1.0,0.0,29.8811345124283,7.75,0.0,0
927,3.0,0.0,0.0,29.8811345124283,14.4542,1.0,0
928,3.0,0.0,1.0,29.8811345124283,14.4542,1.0,0
929,3.0,0.0,0.0,29.8811345124283,7.75,1.0,0
930,3.0,0.0,0.0,29.8811345124283,7.75,1.0,0
931,3.0,0.0,0.0,29.8811345124283,7.7375,0.0,0
932,3.0,0.0,1.0,22.0,8.6625,2.0,0
933,3.0,0.0,0.0,26.0,8.6625,2.0,0
934,3.0,1.0,1.0,4.0,22.025,2.0,0
935,3.0,1.0,0.0,29.0,22.025,4.0,0
936,3.0,1.0,1.0,26.0,22.025,2.0,0
937,3.0,0.0,1.0,1.0,12.1833,2.0,0
938,3.0,0.0,0.0,18.0,7.8542,2.0,0
939,3.0,0.0,1.0,36.0,12.1833,2.0,0
940,3.0,0.0,0.0,29.8811345124283,7.8958,0.0,0
941,3.0,1.0,0.0,25.0,7.2292,0.0,1
942,3.0,0.0,0.0,29.8811345124283,7.225,0.0,0
943,3.0,0.0,1.0,37.0,9.5875,0.0,0
944,3.0,0.0,0.0,29.8811345124283,7.8958,0.0,0
945,3.0,1.0,0.0,29.8811345124283,56.4958,0.0,0
946,3.0,0.0,0.0,29.8811345124283,56.4958,0.0,0
947,3.0,1.0,1.0,22.0,7.25,0.0,0
948,3.0,0.0,0.0,29.8811345124283,7.75,0.0,0
949,3.0,1.0,0.0,26.0,56.4958,0.0,0
950,3.0,0.0,0.0,29.0,9.4833,0.0,0
951,3.0,0.0,0.0,29.0,7.775,0.0,0
952,3.0,0.0,0.0,22.0,7.775,0.0,0
953,3.0,1.0,0.0,22.0,7.225,0.0,0
954,3.0,0.0,0.0,29.8811345124283,25.4667,4.0,0
955,3.0,0.0,1.0,29.8811345124283,25.4667,4.0,0
956,3.0,0.0,1.0,29.8811345124283,25.4667,4.0,0
957,3.0,0.0,1.0,29.8811345124283,25.4667,4.0,0
958,3.0,0.0,1.0,29.8811345124283,25.4667,4.0,0
959,3.0,0.0,0.0,32.0,7.925,0.0,0
960,3.0,0.0,0.0,34.5,6.4375,0.0,0
961,3.0,0.0,1.0,29.8811345124283,15.5,1.0,0
962,3.0,0.0,0.0,29.8811345124283,15.5,1.0,0
963,3.0,0.0,0.0,36.0,0.0,0.0,0
964,3.0,0.0,0.0,39.0,24.15,0.0,0
965,3.0,0.0,0.0,24.0,9.5,0.0,0
966,3.0,0.0,1.0,25.0,7.775,0.0,0
